feature_set,is_random_control,suite,task_idx,condition,plan_index,baseline_success,clamped_success,baseline_any_violation,clamped_any_violation,baseline_collision,clamped_collision,action_delta_active_mean_l2,action_delta_active_translation_mean_l2,action_delta_active_rotation_mean_l2,action_delta_active_gripper_mean_abs,action_delta_active_fraction,success_delta,any_violation_delta,collision_delta
random20_high_class_mean_02,True,spatial,1,clean,27,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,28,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,strong,29,1,0,1,1,0,1,0.27905192971229553,0.20825162529945374,0.055897168815135956,0.07243536412715912,0.8,-1,0,1
random20_high_class_mean_02,True,spatial,1,strong,30,1,0,1,1,0,1,0.27905192971229553,0.20825162529945374,0.055897168815135956,0.07243536412715912,0.8,-1,0,1
random20_high_class_mean_02,True,spatial,1,mild,31,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
top20_high_class_mean,False,spatial,1,clean,0,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,1,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,2,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,3,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,mild,4,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,5,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,6,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,7,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,mild,8,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,mild,9,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,10,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,11,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,12,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,13,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,14,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,15,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,16,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,17,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,mild,18,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,19,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,20,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,21,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,22,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,mild,23,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
top20_high_class_mean,False,spatial,1,clean,24,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,25,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,26,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,27,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,clean,28,1,1,1,1,1,1,0.2489185631275177,0.21769025921821594,0.05264940485358238,0.024390242993831635,0.803921568627451,0,0,0
top20_high_class_mean,False,spatial,1,strong,29,1,0,1,1,1,1,0.32542526721954346,0.29621025919914246,0.04579462856054306,0.026291614398360252,0.7894736842105263,-1,0,0
top20_high_class_mean,False,spatial,1,strong,30,1,0,1,1,1,1,0.32542526721954346,0.29621025919914246,0.04579462856054306,0.026291614398360252,0.7894736842105263,-1,0,0
top20_high_class_mean,False,spatial,1,mild,31,1,1,1,0,1,0,0.2133830487728119,0.17733854055404663,0.05532838776707649,0.024074379354715347,0.8058252427184466,0,-1,-1
